order_id,order_date,ship_date,ship_mode,customer_id,region,sales_rep,category,sub_category,unit_price,quantity,discount,sales,cost,profit,profit_pct
ORD-01090,2024-03-28,2024-03-31,Express,CUST_0006,East,Rep_06,Furniture,Tables,468.2,1,0.1,421.38,228.86,192.52,45.69
ORD-01091,2023-02-04,2023-02-10,Same Day,CUST_0007,East,Rep_17,Electronics,Tablets,694.91,8,0.05,5281.32,2446.18,2835.14,53.68
ORD-01092,2024-09-14,2024-09-20,Economy,CUST_0016,North,Rep_19,Office Supplies,Staplers,39.09,3,0.05,111.41,75.2,36.21,32.5
ORD-01093,2024-12-23,2024-12-29,Express,CUST_0015,North,Rep_12,Sports,Gym Equipment,113.15,3,0.0,339.45,195.48,143.97,42.41
ORD-01094,2024-07-11,2024-07-14,Standard,CUST_0161,West,Rep_02,Electronics,Laptops,1970.13,4,0.15,6698.44,4248.16,2450.28,36.58
ORD-01095,2024-11-11,2024-11-15,Standard,CUST_0188,East,Rep_06,Electronics,Tablets,949.48,1,0.0,949.48,482.22,467.26,49.21
ORD-01096,2023-02-15,2023-02-18,Economy,CUST_0089,East,Rep_03,Sports,Outdoor Gear,316.01,9,0.05,2701.89,1356.05,1345.84,49.81
ORD-01097,2023-12-16,2023-12-20,Standard,CUST_0180,East,Rep_18,Electronics,Tablets,1222.71,2,0.1,2200.88,1604.62,596.26,27.09
ORD-01098,2023-11-22,2023-11-27,Express,CUST_0045,North,Rep_06,Electronics,Laptops,1327.92,1,0.2,1062.34,532.02,530.32,49.92
ORD-01099,2023-11-12,2023-11-19,Express,CUST_0042,East,Rep_15,Electronics,Phones,1425.6,4,0.15,4847.04,3280.23,1566.81,32.33
ORD-01100,2023-10-13,2023-10-15,Express,CUST_0147,North,Rep_13,Furniture,Cabinets,495.53,7,0.0,3468.71,2430.12,1038.59,29.94
ORD-01101,2023-09-28,2023-09-29,Economy,CUST_0133,South,Rep_10,Office Supplies,Paper,41.74,10,0.0,417.4,231.51,185.89,44.54
ORD-01102,2023-06-09,2023-06-14,Economy,CUST_0300,South,Rep_02,Sports,Footwear,297.29,7,0.0,2081.03,1339.77,741.26,35.62
ORD-01103,2023-04-03,2023-04-08,Same Day,CUST_0283,East,Rep_17,Office Supplies,Paper,63.01,5,0.0,315.05,185.98,129.07,40.97
ORD-01104,2024-04-23,2024-04-28,Express,CUST_0244,Central,Rep_06,Electronics,Laptops,781.38,10,0.05,7423.11,4806.4,2616.71,35.25
ORD-01105,2024-03-07,2024-03-11,Express,CUST_0005,North,Rep_12,Electronics,Tablets,802.48,2,0.0,1604.96,1161.9,443.06,27.61
ORD-01106,2024-03-25,2024-04-01,Standard,CUST_0096,West,Rep_18,Office Supplies,Paper,51.25,10,0.1,461.25,303.66,157.59,34.17
ORD-01107,2024-05-09,2024-05-15,Same Day,CUST_0192,South,Rep_09,Clothing,Jackets,112.27,1,0.0,112.27,76.23,36.04,32.1
ORD-01108,2024-08-30,2024-08-31,Economy,CUST_0138,West,Rep_14,Sports,Gym Equipment,107.09,3,0.0,321.27,230.02,91.25,28.4
ORD-01109,2023-02-25,2023-02-26,Same Day,CUST_0067,Central,Rep_05,Sports,Outdoor Gear,175.36,3,0.2,420.86,233.09,187.77,44.62
ORD-01110,2023-06-26,2023-06-29,Express,CUST_0076,West,Rep_01,Clothing,Pants,90.73,3,0.0,272.19,192.53,79.66,29.27
ORD-01111,2023-01-06,2023-01-10,Same Day,CUST_0285,South,Rep_05,Clothing,Shirts,56.65,2,0.05,107.63,66.19,41.44,38.5
ORD-01112,2023-04-09,2023-04-13,Express,CUST_0238,West,Rep_13,Clothing,Pants,49.56,3,0.05,141.25,96.33,44.92,31.8
ORD-01113,2023-12-22,2023-12-26,Standard,CUST_0274,Central,Rep_13,Office Supplies,Binders,55.24,10,0.0,552.4,285.32,267.08,48.35
ORD-01114,2024-05-28,2024-06-04,Same Day,CUST_0186,South,Rep_12,Sports,Outdoor Gear,30.75,10,0.2,246.0,140.09,105.91,43.05
ORD-01115,2023-08-05,2023-08-08,Standard,CUST_0097,South,Rep_16,Electronics,Phones,983.72,6,0.05,5607.2,3623.45,1983.75,35.38
ORD-01116,2023-02-05,2023-02-08,Economy,CUST_0199,East,Rep_10,Clothing,Pants,240.46,7,0.0,1683.22,840.03,843.19,50.09
ORD-01117,2024-11-02,2024-11-09,Standard,CUST_0178,West,Rep_03,Sports,Gym Equipment,220.1,1,0.0,220.1,120.11,99.99,45.43
ORD-01118,2024-03-08,2024-03-15,Economy,CUST_0249,West,Rep_01,Sports,Footwear,55.62,7,0.0,389.34,261.88,127.46,32.74
ORD-01119,2024-07-01,2024-07-04,Same Day,CUST_0243,Central,Rep_12,Electronics,Accessories,401.01,3,0.05,1142.88,696.6,446.28,39.05
ORD-01120,2023-07-22,2023-07-27,Same Day,CUST_0173,South,Rep_01,Clothing,Shirts,206.95,8,0.05,1572.82,730.67,842.15,53.54
ORD-01121,2023-02-21,2023-02-26,Same Day,CUST_0236,North,Rep_16,Office Supplies,Pens,56.48,5,0.05,268.28,147.89,120.39,44.87
ORD-01122,2024-01-01,2024-01-05,Same Day,CUST_0092,Central,Rep_09,Office Supplies,Pens,6.31,6,0.0,37.86,24.26,13.6,35.92
ORD-01123,2023-09-12,2023-09-14,Economy,CUST_0273,East,Rep_02,Sports,Gym Equipment,69.5,2,0.0,139.0,92.86,46.14,33.19
ORD-01124,2024-06-20,2024-06-25,Express,CUST_0235,East,Rep_12,Clothing,Jackets,125.44,2,0.0,250.88,140.95,109.93,43.82
ORD-01125,2024-10-14,2024-10-20,Same Day,CUST_0041,West,Rep_17,Furniture,Chairs,311.39,7,0.0,2179.73,1101.15,1078.58,49.48
ORD-01126,2023-11-07,2023-11-12,Same Day,CUST_0099,West,Rep_04,Office Supplies,Pens,43.55,4,0.15,148.07,102.12,45.95,31.03
ORD-01127,2023-10-11,2023-10-16,Express,CUST_0141,South,Rep_14,Office Supplies,Binders,55.36,10,0.05,525.92,380.2,145.72,27.71
ORD-01128,2024-02-29,2024-03-06,Standard,CUST_0107,North,Rep_14,Office Supplies,Staplers,14.73,5,0.05,69.97,44.06,25.91,37.03
ORD-01129,2023-08-15,2023-08-16,Same Day,CUST_0010,South,Rep_08,Office Supplies,Pens,50.85,10,0.2,406.8,239.28,167.52,41.18
ORD-01130,2023-12-18,2023-12-21,Standard,CUST_0244,Central,Rep_13,Clothing,Shoes,93.52,8,0.0,748.16,440.36,307.8,41.14
ORD-01131,2024-02-17,2024-02-18,Same Day,CUST_0200,Central,Rep_06,Clothing,Pants,171.96,10,0.0,1719.6,1099.54,620.06,36.06
ORD-01132,2023-11-08,2023-11-11,Same Day,CUST_0272,North,Rep_07,Sports,Sportswear,382.9,8,0.15,2603.72,1536.75,1066.97,40.98
ORD-01133,2024-03-01,2024-03-08,Economy,CUST_0290,Central,Rep_12,Furniture,Desks,116.39,5,0.1,523.76,352.6,171.16,32.68
ORD-01134,2023-04-10,2023-04-14,Standard,CUST_0194,Central,Rep_05,Furniture,Tables,252.81,2,0.1,455.06,244.28,210.78,46.32
ORD-01135,2024-03-04,2024-03-09,Express,CUST_0181,Central,Rep_14,Furniture,Tables,295.22,6,0.15,1505.62,725.24,780.38,51.83
ORD-01136,2023-10-21,2023-10-28,Economy,CUST_0254,South,Rep_13,Office Supplies,Binders,74.34,3,0.2,178.42,89.8,88.62,49.67
ORD-01137,2024-11-30,2024-12-01,Express,CUST_0238,Central,Rep_11,Office Supplies,Pens,33.75,7,0.05,224.44,128.62,95.82,42.69
ORD-01138,2024-09-05,2024-09-10,Standard,CUST_0258,South,Rep_20,Electronics,Phones,1517.87,1,0.0,1517.87,960.73,557.14,36.71
ORD-01139,2024-07-19,2024-07-24,Economy,CUST_0012,North,Rep_12,Furniture,Tables,704.41,3,0.05,2007.57,1125.68,881.89,43.93
ORD-01140,2023-10-28,2023-10-29,Express,CUST_0166,West,Rep_07,Furniture,Desks,726.11,4,0.1,2614.0,1537.96,1076.04,41.16
ORD-01141,2024-09-10,2024-09-17,Standard,CUST_0237,South,Rep_06,Furniture,Tables,331.88,3,0.0,995.64,586.1,409.54,41.13
ORD-01142,2024-01-30,2024-01-31,Economy,CUST_0267,North,Rep_14,Electronics,Laptops,1609.48,5,0.15,6840.29,4180.8,2659.49,38.88
ORD-01143,2024-02-12,2024-02-19,Same Day,CUST_0031,West,Rep_16,Sports,Gym Equipment,416.49,1,0.0,416.49,237.33,179.16,43.02
ORD-01144,2023-09-26,2023-10-03,Express,CUST_0054,West,Rep_04,Sports,Footwear,417.86,2,0.15,710.36,355.67,354.69,49.93
ORD-01145,2023-09-28,2023-09-29,Express,CUST_0248,South,Rep_08,Clothing,Shoes,95.91,2,0.05,182.23,131.16,51.07,28.03
ORD-01146,2023-12-05,2023-12-12,Economy,CUST_0152,East,Rep_11,Clothing,Pants,123.59,5,0.1,556.16,296.21,259.95,46.74
ORD-01147,2023-08-15,2023-08-18,Standard,CUST_0148,South,Rep_17,Electronics,Phones,1214.37,5,0.0,6071.85,4453.32,1618.53,26.66
ORD-01148,2024-12-12,2024-12-14,Express,CUST_0151,West,Rep_15,Furniture,Cabinets,202.57,5,0.2,810.28,458.03,352.25,43.47
ORD-01149,2024-08-21,2024-08-22,Express,CUST_0156,South,Rep_19,Furniture,Chairs,281.59,9,0.15,2154.16,1531.76,622.4,28.89
ORD-01150,2024-10-21,2024-10-23,Same Day,CUST_0088,West,Rep_20,Sports,Footwear,305.95,9,0.0,2753.55,1671.41,1082.14,39.3
ORD-01151,2024-05-10,2024-05-14,Express,CUST_0247,South,Rep_17,Clothing,Jackets,23.27,2,0.0,46.54,24.08,22.46,48.26
ORD-01152,2024-01-01,2024-01-05,Express,CUST_0062,South,Rep_09,Furniture,Desks,421.53,1,0.2,337.22,227.24,109.98,32.61
ORD-01153,2024-10-03,2024-10-04,Economy,CUST_0017,South,Rep_12,Sports,Outdoor Gear,477.45,9,0.0,4297.05,2283.63,2013.42,46.86
ORD-01154,2023-09-08,2023-09-11,Express,CUST_0291,North,Rep_15,Sports,Gym Equipment,404.72,3,0.15,1032.04,754.32,277.72,26.91
ORD-01155,2024-07-19,2024-07-22,Same Day,CUST_0021,West,Rep_06,Furniture,Desks,163.95,4,0.15,557.43,389.76,167.67,30.08
ORD-01156,2023-08-22,2023-08-24,Express,CUST_0032,Central,Rep_10,Electronics,Phones,1254.22,10,0.05,11915.09,7021.34,4893.75,41.07
ORD-01157,2023-04-30,2023-05-04,Economy,CUST_0101,East,Rep_03,Sports,Gym Equipment,69.19,4,0.0,276.76,169.57,107.19,38.73
ORD-01158,2023-04-25,2023-05-01,Economy,CUST_0005,East,Rep_19,Furniture,Tables,720.56,4,0.1,2594.02,1794.36,799.66,30.83
ORD-01159,2024-05-19,2024-05-25,Same Day,CUST_0209,North,Rep_09,Sports,Footwear,112.97,9,0.05,965.89,583.65,382.24,39.57
ORD-01160,2024-11-25,2024-11-30,Same Day,CUST_0175,Central,Rep_08,Office Supplies,Staplers,42.73,8,0.0,341.84,254.04,87.8,25.68
ORD-01161,2024-05-22,2024-05-24,Economy,CUST_0261,North,Rep_11,Furniture,Tables,225.16,7,0.15,1339.7,725.3,614.4,45.86
ORD-01162,2023-08-26,2023-08-28,Standard,CUST_0100,Central,Rep_06,Clothing,Shoes,90.66,5,0.0,453.3,308.21,145.09,32.01
ORD-01163,2023-11-28,2023-11-30,Express,CUST_0108,East,Rep_20,Clothing,Shirts,64.14,7,0.2,359.18,180.14,179.04,49.85
ORD-01164,2023-10-03,2023-10-05,Economy,CUST_0243,East,Rep_17,Furniture,Desks,752.99,8,0.2,4819.14,3375.0,1444.14,29.97
ORD-01165,2024-04-05,2024-04-08,Same Day,CUST_0182,East,Rep_11,Office Supplies,Paper,36.9,7,0.2,206.64,118.85,87.79,42.48
ORD-01166,2023-10-08,2023-10-09,Economy,CUST_0072,West,Rep_12,Clothing,Shirts,208.26,4,0.0,833.04,540.32,292.72,35.14
ORD-01167,2024-01-27,2024-01-30,Economy,CUST_0165,East,Rep_01,Office Supplies,Staplers,46.86,4,0.2,149.95,77.15,72.8,48.55
ORD-01168,2023-06-14,2023-06-17,Express,CUST_0039,East,Rep_04,Sports,Footwear,369.74,10,0.05,3512.53,2583.86,928.67,26.44
ORD-01169,2023-03-02,2023-03-03,Economy,CUST_0144,West,Rep_08,Electronics,Accessories,301.01,6,0.0,1806.06,1104.17,701.89,38.86
ORD-01170,2023-11-29,2023-12-06,Standard,CUST_0069,North,Rep_16,Clothing,Shoes,188.46,3,0.2,452.3,223.95,228.35,50.49
ORD-01171,2023-12-02,2023-12-07,Express,CUST_0225,Central,Rep_03,Office Supplies,Paper,45.99,5,0.1,206.96,126.1,80.86,39.07
ORD-01172,2024-04-01,2024-04-07,Same Day,CUST_0161,South,Rep_03,Office Supplies,Pens,71.34,3,0.0,214.02,126.38,87.64,40.95
ORD-01173,2024-09-10,2024-09-16,Same Day,CUST_0133,East,Rep_07,Clothing,Shoes,234.52,3,0.0,703.56,452.16,251.4,35.73
ORD-01174,2024-06-08,2024-06-11,Standard,CUST_0271,West,Rep_02,Clothing,Jackets,23.73,7,0.0,166.11,122.58,43.53,26.21
ORD-01175,2023-03-19,2023-03-24,Standard,CUST_0171,East,Rep_19,Office Supplies,Binders,11.91,9,0.2,85.75,41.48,44.27,51.63
ORD-01176,2024-12-01,2024-12-05,Standard,CUST_0098,Central,Rep_15,Furniture,Chairs,672.43,8,0.05,5110.47,3663.22,1447.25,28.32
ORD-01177,2024-04-09,2024-04-14,Same Day,CUST_0295,North,Rep_06,Furniture,Cabinets,646.78,7,0.0,4527.46,2582.64,1944.82,42.96
ORD-01178,2023-08-19,2023-08-22,Standard,CUST_0010,Central,Rep_13,Office Supplies,Pens,37.04,5,0.2,148.16,76.58,71.58,48.31
ORD-01179,2023-07-13,2023-07-20,Express,CUST_0182,South,Rep_19,Office Supplies,Binders,16.12,5,0.0,80.6,38.71,41.89,51.97
ORD-01180,2023-12-02,2023-12-09,Standard,CUST_0179,South,Rep_18,Sports,Gym Equipment,178.21,4,0.15,605.91,310.62,295.29,48.73
ORD-01181,2023-12-30,2023-12-31,Express,CUST_0120,West,Rep_09,Office Supplies,Paper,15.3,8,0.0,122.4,85.71,36.69,29.98
ORD-01182,2024-04-02,2024-04-06,Standard,CUST_0195,West,Rep_07,Clothing,Shirts,111.81,4,0.2,357.79,201.85,155.94,43.58
ORD-01183,2023-06-16,2023-06-23,Standard,CUST_0297,South,Rep_17,Electronics,Laptops,577.35,8,0.15,3925.98,2479.08,1446.9,36.85
ORD-01184,2024-05-04,2024-05-07,Same Day,CUST_0047,South,Rep_07,Office Supplies,Binders,43.16,8,0.0,345.28,156.13,189.15,54.78
ORD-01185,2023-03-08,2023-03-12,Same Day,CUST_0185,North,Rep_12,Clothing,Jackets,237.57,5,0.0,1187.85,890.78,297.07,25.01
ORD-01186,2023-02-16,2023-02-18,Same Day,CUST_0141,West,Rep_01,Electronics,Accessories,1725.35,3,0.1,4658.44,2109.26,2549.18,54.72
ORD-01187,2024-09-02,2024-09-09,Standard,CUST_0020,South,Rep_16,Sports,Outdoor Gear,128.62,5,0.0,643.1,408.54,234.56,36.47
ORD-01188,2024-11-15,2024-11-17,Express,CUST_0266,South,Rep_06,Furniture,Tables,355.55,2,0.2,568.88,283.71,285.17,50.13
ORD-01189,2024-09-28,2024-10-01,Same Day,CUST_0192,East,Rep_13,Clothing,Pants,26.55,1,0.0,26.55,12.17,14.38,54.16
ORD-01190,2024-09-04,2024-09-10,Economy,CUST_0024,South,Rep_14,Clothing,Shirts,140.8,3,0.0,422.4,191.97,230.43,54.55
ORD-01191,2024-04-20,2024-04-24,Economy,CUST_0058,West,Rep_03,Furniture,Chairs,699.3,9,0.05,5979.01,2931.64,3047.37,50.97
ORD-01192,2023-05-12,2023-05-15,Same Day,CUST_0241,East,Rep_16,Sports,Gym Equipment,338.5,6,0.1,1827.9,1189.1,638.8,34.95
ORD-01193,2023-08-13,2023-08-18,Express,CUST_0101,West,Rep_19,Electronics,Accessories,433.65,3,0.0,1300.95,842.71,458.24,35.22
ORD-01194,2023-08-20,2023-08-23,Express,CUST_0054,East,Rep_20,Electronics,Accessories,532.33,5,0.0,2661.65,1765.04,896.61,33.69
ORD-01195,2024-11-08,2024-11-10,Same Day,CUST_0217,South,Rep_11,Clothing,Shoes,153.25,1,0.15,130.26,94.02,36.24,27.82
ORD-01196,2024-10-11,2024-10-12,Express,CUST_0008,South,Rep_06,Clothing,Shirts,212.14,4,0.0,848.56,482.86,365.7,43.1
ORD-01197,2024-04-07,2024-04-09,Economy,CUST_0097,West,Rep_12,Electronics,Accessories,1015.75,5,0.1,4570.88,2660.06,1910.82,41.8
ORD-01198,2024-05-14,2024-05-21,Same Day,CUST_0131,East,Rep_06,Office Supplies,Staplers,46.17,2,0.15,78.49,55.48,23.01,29.32
ORD-01199,2024-07-10,2024-07-12,Standard,CUST_0219,North,Rep_12,Sports,Sportswear,74.45,8,0.2,476.48,230.3,246.18,51.67
ORD-01200,2024-03-22,2024-03-27,Economy,CUST_0158,South,Rep_12,Sports,Sportswear,492.63,2,0.2,788.21,584.46,203.75,25.85
ORD-01201,2023-01-18,2023-01-20,Express,CUST_0073,Central,Rep_07,Furniture,Tables,613.39,6,0.1,3312.31,2087.69,1224.62,36.97
ORD-01202,2024-12-11,2024-12-16,Express,CUST_0277,Central,Rep_12,Furniture,Chairs,216.73,3,0.0,650.19,425.3,224.89,34.59
ORD-01203,2023-10-13,2023-10-14,Express,CUST_0218,South,Rep_18,Sports,Outdoor Gear,480.76,7,0.0,3365.32,1907.91,1457.41,43.31
ORD-01204,2023-11-04,2023-11-05,Express,CUST_0165,West,Rep_15,Sports,Footwear,65.19,9,0.15,498.7,271.03,227.67,45.65
ORD-01205,2024-05-07,2024-05-14,Express,CUST_0072,North,Rep_14,Sports,Gym Equipment,105.32,4,0.05,400.22,274.51,125.71,31.41
ORD-01206,2023-03-14,2023-03-16,Same Day,CUST_0128,Central,Rep_07,Clothing,Jackets,241.57,5,0.0,1207.85,866.98,340.87,28.22
ORD-01207,2023-12-02,2023-12-03,Same Day,CUST_0073,South,Rep_15,Electronics,Phones,1346.16,9,0.0,12115.44,7357.37,4758.07,39.27
ORD-01208,2024-07-08,2024-07-14,Standard,CUST_0153,South,Rep_15,Sports,Footwear,316.72,3,0.0,950.16,678.48,271.68,28.59
ORD-01209,2024-10-03,2024-10-07,Standard,CUST_0131,North,Rep_13,Office Supplies,Staplers,36.94,3,0.15,94.2,61.93,32.27,34.26
ORD-01210,2024-09-09,2024-09-14,Standard,CUST_0053,South,Rep_17,Clothing,Shoes,218.97,4,0.2,700.7,493.99,206.71,29.5
ORD-01211,2023-10-10,2023-10-13,Same Day,CUST_0054,West,Rep_02,Clothing,Jackets,167.26,6,0.05,953.38,619.79,333.59,34.99
ORD-01212,2023-09-06,2023-09-11,Economy,CUST_0052,North,Rep_01,Office Supplies,Staplers,42.12,10,0.05,400.14,259.97,140.17,35.03
ORD-01213,2024-09-13,2024-09-18,Economy,CUST_0290,Central,Rep_20,Electronics,Accessories,1766.71,7,0.0,12366.97,7797.36,4569.61,36.95
ORD-01214,2024-01-05,2024-01-10,Express,CUST_0061,Central,Rep_04,Sports,Gym Equipment,346.13,10,0.05,3288.24,2283.96,1004.28,30.54
ORD-01215,2024-02-13,2024-02-20,Standard,CUST_0294,West,Rep_15,Electronics,Tablets,1649.4,7,0.15,9813.93,7089.82,2724.11,27.76
ORD-01216,2024-02-27,2024-03-05,Same Day,CUST_0051,North,Rep_11,Furniture,Desks,119.86,8,0.2,767.1,550.23,216.87,28.27
ORD-01217,2023-02-18,2023-02-21,Economy,CUST_0142,East,Rep_08,Office Supplies,Staplers,39.37,5,0.2,157.48,108.36,49.12,31.19
ORD-01218,2023-04-02,2023-04-05,Economy,CUST_0089,West,Rep_12,Furniture,Cabinets,346.26,9,0.15,2648.89,1831.83,817.06,30.85
ORD-01219,2023-11-17,2023-11-22,Economy,CUST_0047,East,Rep_04,Furniture,Cabinets,448.03,3,0.2,1075.27,607.32,467.95,43.52
ORD-01220,2023-06-13,2023-06-15,Same Day,CUST_0225,East,Rep_11,Office Supplies,Binders,29.21,2,0.0,58.42,36.49,21.93,37.54
ORD-01221,2024-09-25,2024-10-01,Economy,CUST_0092,Central,Rep_18,Sports,Sportswear,65.69,2,0.0,131.38,87.17,44.21,33.65
ORD-01222,2024-02-11,2024-02-13,Same Day,CUST_0273,South,Rep_11,Clothing,Shoes,231.89,2,0.2,371.02,273.38,97.64,26.32
ORD-01223,2023-09-09,2023-09-14,Standard,CUST_0227,East,Rep_08,Office Supplies,Pens,16.63,5,0.0,83.15,49.75,33.4,40.17
ORD-01224,2023-01-13,2023-01-16,Express,CUST_0111,South,Rep_15,Furniture,Desks,270.58,1,0.2,216.46,137.16,79.3,36.63
ORD-01225,2024-02-27,2024-02-29,Express,CUST_0291,Central,Rep_18,Clothing,Jackets,215.02,10,0.05,2042.69,1303.6,739.09,36.18
ORD-01226,2024-01-09,2024-01-11,Same Day,CUST_0221,East,Rep_09,Clothing,Shoes,93.64,6,0.0,561.84,414.32,147.52,26.26
ORD-01227,2023-04-09,2023-04-16,Express,CUST_0297,South,Rep_18,Furniture,Cabinets,789.85,8,0.1,5686.92,3093.94,2592.98,45.6
ORD-01228,2023-10-03,2023-10-08,Economy,CUST_0115,East,Rep_18,Sports,Outdoor Gear,423.21,8,0.1,3047.11,1771.47,1275.64,41.86
ORD-01229,2024-07-26,2024-08-01,Economy,CUST_0012,North,Rep_06,Sports,Footwear,57.05,6,0.05,325.18,230.97,94.21,28.97
ORD-01230,2023-01-29,2023-02-04,Same Day,CUST_0142,East,Rep_03,Furniture,Chairs,518.42,7,0.15,3084.6,2095.4,989.2,32.07
ORD-01231,2023-12-05,2023-12-07,Same Day,CUST_0159,South,Rep_15,Furniture,Tables,498.9,9,0.05,4265.59,2104.09,2161.5,50.67
ORD-01232,2024-08-24,2024-08-25,Same Day,CUST_0028,North,Rep_20,Sports,Sportswear,394.07,2,0.1,709.33,332.74,376.59,53.09
ORD-01233,2023-01-31,2023-02-06,Express,CUST_0092,South,Rep_08,Clothing,Pants,233.63,2,0.0,467.26,222.76,244.5,52.33
ORD-01234,2023-12-18,2023-12-20,Express,CUST_0243,West,Rep_13,Clothing,Jackets,42.05,6,0.0,252.3,167.07,85.23,33.78
ORD-01235,2023-07-25,2023-07-27,Economy,CUST_0134,North,Rep_06,Office Supplies,Binders,31.34,2,0.0,62.68,36.7,25.98,41.45
ORD-01236,2024-11-30,2024-12-03,Standard,CUST_0032,North,Rep_20,Electronics,Tablets,371.88,1,0.1,334.69,151.87,182.82,54.62
ORD-01237,2023-03-13,2023-03-15,Same Day,CUST_0291,East,Rep_01,Office Supplies,Binders,19.14,10,0.05,181.83,91.74,90.09,49.55
ORD-01238,2024-03-27,2024-04-02,Express,CUST_0192,North,Rep_05,Furniture,Cabinets,692.18,3,0.1,1868.89,924.46,944.43,50.53
ORD-01239,2023-11-16,2023-11-19,Standard,CUST_0276,Central,Rep_02,Clothing,Shirts,44.79,3,0.1,120.93,73.23,47.7,39.44
ORD-01240,2024-04-10,2024-04-16,Same Day,CUST_0080,South,Rep_20,Electronics,Accessories,1186.36,7,0.2,6643.62,3882.4,2761.22,41.56
ORD-01241,2023-09-03,2023-09-10,Express,CUST_0188,East,Rep_08,Electronics,Laptops,1083.38,7,0.0,7583.66,4227.86,3355.8,44.25
ORD-01242,2024-07-13,2024-07-19,Economy,CUST_0165,Central,Rep_03,Clothing,Shirts,66.21,6,0.0,397.26,232.15,165.11,41.56
ORD-01243,2023-03-26,2023-03-30,Economy,CUST_0223,West,Rep_13,Furniture,Cabinets,116.68,2,0.0,233.36,144.3,89.06,38.16
ORD-01244,2024-06-24,2024-07-01,Standard,CUST_0148,East,Rep_16,Sports,Footwear,49.57,2,0.0,99.14,71.15,27.99,28.23
ORD-01245,2023-02-18,2023-02-21,Standard,CUST_0274,East,Rep_02,Sports,Outdoor Gear,210.9,6,0.1,1138.86,530.4,608.46,53.43
ORD-01246,2023-04-12,2023-04-16,Express,CUST_0023,Central,Rep_12,Clothing,Pants,238.49,4,0.15,810.87,442.81,368.06,45.39
ORD-01247,2024-01-26,2024-01-28,Standard,CUST_0008,South,Rep_19,Furniture,Tables,730.22,2,0.0,1460.44,659.27,801.17,54.86
ORD-01248,2024-02-16,2024-02-17,Same Day,CUST_0117,South,Rep_13,Furniture,Cabinets,209.15,10,0.0,2091.5,1331.3,760.2,36.35
ORD-01249,2024-02-24,2024-03-01,Same Day,CUST_0105,Central,Rep_10,Office Supplies,Binders,5.77,7,0.05,38.37,20.47,17.9,46.65
ORD-01250,2023-02-12,2023-02-18,Economy,CUST_0006,East,Rep_20,Furniture,Tables,636.99,3,0.15,1624.32,1066.93,557.39,34.32
ORD-01251,2023-07-07,2023-07-12,Standard,CUST_0251,North,Rep_06,Electronics,Laptops,789.28,5,0.15,3354.44,2229.05,1125.39,33.55
ORD-01252,2023-04-22,2023-04-29,Same Day,CUST_0146,Central,Rep_10,Clothing,Shoes,47.46,4,0.0,189.84,117.02,72.82,38.36
ORD-01253,2024-05-05,2024-05-06,Economy,CUST_0019,South,Rep_17,Clothing,Pants,45.62,1,0.2,36.5,20.67,15.83,43.37
ORD-01254,2023-05-27,2023-05-31,Economy,CUST_0190,South,Rep_14,Electronics,Laptops,1274.6,1,0.15,1083.41,790.98,292.43,26.99
ORD-01255,2023-06-06,2023-06-09,Standard,CUST_0292,East,Rep_02,Furniture,Desks,701.64,5,0.0,3508.2,1947.17,1561.03,44.5
ORD-01256,2024-06-01,2024-06-02,Same Day,CUST_0079,West,Rep_13,Furniture,Chairs,257.66,4,0.0,1030.64,667.24,363.4,35.26
ORD-01257,2024-07-24,2024-07-26,Same Day,CUST_0126,West,Rep_03,Clothing,Shirts,52.97,6,0.0,317.82,153.64,164.18,51.66
ORD-01258,2023-11-26,2023-11-29,Express,CUST_0009,Central,Rep_18,Electronics,Accessories,269.17,2,0.15,457.59,237.99,219.6,47.99
ORD-01259,2023-08-18,2023-08-25,Standard,CUST_0199,Central,Rep_02,Clothing,Shirts,164.51,10,0.1,1480.59,699.1,781.49,52.78
ORD-01260,2023-09-01,2023-09-07,Economy,CUST_0199,East,Rep_20,Clothing,Jackets,132.83,5,0.0,664.15,494.15,170.0,25.6
ORD-01261,2023-08-18,2023-08-20,Same Day,CUST_0275,South,Rep_15,Clothing,Jackets,85.98,3,0.05,245.04,183.72,61.32,25.02
ORD-01262,2023-02-13,2023-02-17,Express,CUST_0154,North,Rep_14,Furniture,Cabinets,387.26,9,0.2,2788.27,1444.59,1343.68,48.19
ORD-01263,2024-03-03,2024-03-07,Economy,CUST_0208,East,Rep_07,Clothing,Pants,188.69,8,0.05,1434.04,844.73,589.31,41.09
ORD-01264,2023-09-09,2023-09-11,Express,CUST_0272,West,Rep_05,Office Supplies,Staplers,58.44,10,0.0,584.4,429.18,155.22,26.56
ORD-01265,2024-10-21,2024-10-24,Same Day,CUST_0210,West,Rep_18,Sports,Sportswear,130.35,3,0.05,371.5,179.28,192.22,51.74
ORD-01266,2023-08-11,2023-08-14,Express,CUST_0027,Central,Rep_14,Clothing,Shoes,146.89,3,0.15,374.57,211.74,162.83,43.47
ORD-01267,2024-01-31,2024-02-05,Express,CUST_0013,South,Rep_15,Sports,Footwear,343.49,5,0.15,1459.83,955.0,504.83,34.58
ORD-01268,2023-11-21,2023-11-25,Economy,CUST_0078,Central,Rep_07,Furniture,Tables,271.99,3,0.2,652.78,476.12,176.66,27.06
